text,topic
サラリーマン 時代 阪神 淡路 大震災 経験 行政 姿勢 疑問 持つ 防災 ばかり なく まち づくり 地域 づくり など 庶民 目線 から 乖離 する 場面 数多く 目撃 市民 目線 語り 市民 目線 支援 市民 生涯 支える 地方 自治 実現 必要 強く 感じ きっかけ 人口 流動 大きい 川崎 あっ すべて 市民 世代 超え 課題 抱え そう ない 暮らし 続ける こと できる みんな よろこぶ 地域 づくり づくり 子ども 育て やすい 社会 づくり 安全 環境 づくり 優しい づくり 目指す 未熟 都市 基盤 に対し バリアフリー など 安全 安心 づくり 社会 全体 子育て 環境 整備 仕組み 作り による 子育て 支援 拡充 住まい 高齢 安心 住み 続け られる 高齢 暮らし 支える づくり 目指し まいり たい 課題 解決 空き家 対策 空き家 課題 根源 なく 都市 重要 資産 として 持ち主 地域 行政 活用 目指し いく 川崎 らしい 空家 政策 実現 により 地域 活力 源泉 として ハード 頼ら ない 地域 活性 実現 目指す 子育て 支援 充実 子供 授かっ から 子供 自立 する まで 一貫 支援 行う 増加 する 空き家 子育て 応援 住宅 活用 進め 一貫 子育て 支援 仕組み 作り 目指す 本市 から 教職員 子供 成長 一貫 フォロー できる よう ＩＣＴ 導入 進め この システム 充実 はかる 高齢 暮らし 支える づくり これから 始まる 地域 包括 ケア システム 地域 高齢 繋ぐ 仕組み づくり いうなれば 介護 ポイント 制度 など 創設 ボランテァ 活用 による 高齢 支える 仕組み づくり 目指す ,29 29 29 31 31 29 29 49 22 29 29 29 29 29 29 29 29 29 49 31 29 49 29 31 29 20 29 29 16 29 22 29 29 22 29 29 31 29 29 29 29 29 29 49 31 29 29 49 29 29 16 29 29 29 29 29 29 29 29 29 31 29 29 29 29 29 29 29 29 29 29 29 16 29 29 1 29 29 16 16 29 29 29 29 29 29 29 29 29 29 31 29 29 29 29 31 29 29 29 29 29 29 29 29 29 29 31 29 29 29 29 29 29 29 31 29 29 29 29 29 31 29 29 29 29 29 29 29 27 29 29 29 29 29 6 29 49 29 29 29 29 29 31 29 29 29 29 49 29 29 29 29 29 31 29 29 29 29 29 29 29 29 29 29 31 29 29 29 22 29 6 29 31 29 29 49 29 29 29 16 29 29 29 29 29 31 29 29 29 29 29 49 29 29 29 29 29 29 29 29 29 49 29 49 29 29 29 29 29 29 29 29 29 29 16
先輩 議員 引退 伴い 後継 として 働く 代表 立場 活動 たい 決意 住ん よかっ 働い よかっ 思える よう づくり みんな 参加 する 南武線 連続 立体 交差 事業 早期 着工 事業 促進 横浜 事業 向け いろいろ 立場 連携 強化 ,17 29 17 17 17 29 29 44 17 29 29 29 17 17 17 17 17 29 29 29 29 29 31 17 21 21 17 17 17 29 44 49 17 29 21 17 29 29
家族 地域 支えよ する 先人 たち 生き方 感動 その よう 生き たい 思い まし これ まで 育て くれ 地域 これから もっと 素晴らしい 地域 たい です 政治 無縁 だっ から こそ 当選 でき そう から 立候補 する 政治 なく やり たい こと 実現 する ため 活動 する 政治 なれる 自負 ます まち づくり 身近 感じ させ くれる 議会 行政 あり 市民 まち づくり 思い 届く 仕組み 持つ 地域 たい です 右肩 上がり 時代 考え方 変え なけれ いけ ませ たち 大切 家族 未来 思う 同じ よう その 家族 生きる 地域 未来 こと 考え なけれ いけ ない 時代 生き いる 思い ます 議会 変える こと 急務 考え ます たち 市民 望む サービス 全て 入れ られる 時代 終わり まし 限ら 予算 地域 あっ 使う ため 市民 議会 行政 これ まで 以上 繋がる 必要 あり ます 福祉 増大 する 時代 どの よう 乗り越える 市民 議会 行政 一体 なり 考え なけれ なり ませ 市民 議会 繋がる 仕組み として 議会 報告 開催 条例 定め ます 市民 政治 関心 ない 嘆く なく 関心 もっ 頂く ため 試行錯誤 議会 主体 なっ 行う 必要 あり ます 来場 促す ため 文化 イベント コラボ など 工夫 必要 です まち づくり 身近 感じ 頂く きっかけ なる 考え ます 市民 政治 信頼 でき ない 大きな 要因 ある カネ 問題 解決 ます 政務 活動 年間 ある ため 年間 報酬 市民 納得 頂け ませ また 政務 活動 収支 報告 ホームページ 公開 する こと 提案 ます 重冨 たつ 議員 報酬 削減 実現 する まで 活動 議員 報酬 から 支出 ます 財政 逼迫 する これ まで 以上 市民 感覚 あっ 効果 施策 求め られ ます その ため 市民 身近 区役所 必要 です 市民 まち づくり 参加 する 仕組み として 市民 参加 公開 事業 仕分け 導入 目指し ます 市民 参加 優先 順位 考える こと 防災 など 優先 順位 高い 問題 解決 かける 予算 捻出 目指し ます ,29 29 41 29 29 29 26 29 29 29 29 29 29 29 29 29 29 48 29 29 29 15 29 29 29 29 41 15 29 15 41 29 41 29 29 29 29 29 41 29 29 29 29 29 29 29 29 35 15 29 29 15 15 29 29 29 29 29 29 29 29 29 29 29 29 29 29 48 15 41 15 29 41 29 29 41 15 15 29 29 29 29 29 29 29 29 26 29 29 29 29 29 41 29 29 29 2 41 29 29 15 29 24 29 29 29 29 41 29 29 41 29 29 41 15 41 15 29 29 29 29 29 29 29 29 29 15 41 29 29 29 29 15 29 29 29 29 24 48 15 29 41 29 29 29 29 29 29 15 41 29 29 15 15 29 15 41 15 29 29 29 29 41 29 29 29 41 29 41 29 41 29 29 29 29 29 41 35 29 29 29 41 29 15 29 29 29 29 29 29 41 29 29 29 29 29 29 29 29 29 29 41 41 49 29 29 29 29 29 29 29 29 29 29 29 41 29 29 48 29 29 26 15 29 35 29 29 29 29 24 41 29 29 41 29 29 29 29 29 29 29 29 29 15 41 29 48 29 15 29 41 29 48 48 29 29 29 29 29 29 29 24 29 29 29 29 29 29 29 29 29 29 29 29 29 41 29 29 29 29 29 15 15 29 29 29 29 15 15 29 29 29 41 15 41 29 29
建築 から 政治 転身 です 理由 大きく 二つ 政治 創造 仕事 ある 笑顔 絶対 創造 駆使 良策 実現 建築 より はるか 多く 笑顔 できる 政治 なる 覚悟 決め まし 陸奥 宗光 政治 サイエンス アート なり 座右の銘 です 女子 全開 都市 すべて 女性 輝く 社会 老若男女 すべて 幸せ 世界 女性 子ども はじめ 現場 届く しなやか 社会 環境 共生 都市 複合 災害 対応 エネルギー 自立 目指し 環境 共生 強靭 都市 自立 経営 都市 地域 特質 活かし イノベーション 観光 中小 企業 支援 豊か 川崎 最も 為し たい 社会 構造 改革 それ 至る 道筋 として 女性 子ども 若者 年寄り 支援 社会 起業 ＣＳＲ 貫く 企業 連携 まっとう まっとう 暮らせる 社会 構築 目指す また 災害 大国 日本 国土 強靭 計画 実質 もの 脆弱 洗い出し 環境 共生 国土 構築 する 女子 全開 職場 家庭 地域 全て 女性 輝く 社会 目指し ワークライフバランス 向上 子育て 介護 全力 支援 女性 政策 。㈪ 高校生 川崎 こそ 子ども 政治 行政 高校生 提案 子ども 持つ 次元 違う 視点 スキル 行政 課題 解決 子ども 若者 政策 多摩 強靭 計画 国土 強靭 川崎 強靭 多摩 強靭 建築 手法 ある パッシブデザイン 都市 置き換え 環境 やさしい 災害 強い ある という 信念 もと 複合 災害 早期 対策 エネルギー 政策 として 環境 共生 都市 一級 建築 として 一貫 提案 災害 対策 章子 任せ チーム 医療 チーム 介護 住み慣れ 多摩 在宅 高齢 支援 職種 連携 による 高い 在宅 医療 介護 サービス 実現 目指す チーム たま 全力 応援 在宅 介護 経験 として 視点 地域 包括 ケア システム 確立 現場 政策 。㈭ 生田 緑地 多摩 ネットワーク 地域 経済 活性 ,12 29 29 12 29 29 12 12 29 12 29 29 12 12 12 12 12 29 12 29 12 29 12 29 29 29 12 12 29 29 12 29 12 12 29 22 29 12 12 12 12 12 12 29 12 12 12 12 29 29 29 11 29 12 29 29 12 12 12 29 29 12 29 29 29 12 12 12 29 12 29 29 12 29 12 29 12 29 29 29 29 29 12 29 29 12 29 29 12 12 29 29 29 29 29 29 29 12 12 12 29 29 12 12 29 29 29 29 29 29 12 29 12 12 12 12 29 12 12 29 12 12 12 29 12 12 29 29 29 12 12 12 29 29 12 29 29 29 12 29 12 29 23 12 9 29 29 29 29 12 29 29 29 12 12 29 12 11 29 29 29 29 29 12 12 29 12 12 29 12 12 12 12 12 29 12 29 12 29 29 29 29 29 29 12 12 12 29 29 29 29 29 29 29 12 12 29 12 29 12 29 29 29 12 12 12 29 12 29 12 12 29 29 29 12 29 29 12 12 29 29 29 29 29 12 12 12 29 12 29 29 29 12 29 12 29 29 29 12 29 11 12 12 12 29 29 29 29
社会 問題 解決 ため 社会 教員 として 調査 研究 携わる 傍ら 同じく する 友人 たち 法人 立ち 上げる など 様々 活動 行っ まし その 政治 役割 大き 大切 知り 公募 応募 落選 現在 会議 として やりがい 感じ ながら 働い ます 女性 男性 子ども 高齢 がい 有無 かかわら 一人ひとり 大切 その らしい 人生 歩む こと できる 共に 生き 支え 合う 社会 つくる ため 尽くし 粘り強く 取り組み ます 県議会 議員 定数 女性 議員 しか おら 生活 密着 課題 解決 後回し いる よう 思い ます 子ども 貧困 子ども 虐待 撲滅 教育 格差 解消 など 未来 担う 子ども たち 施策 優先 べき 考え ます 経済 地域 活性 ため すべて 居場所 出番 ある 地域 社会 つくり 行き過ぎ 格差 是正 する こと 必要 考え ます 眠っ いる 地域 資源 発掘 活かし いく 里山 資本 主義 理念 もと 地域 方々 主役 発展 目指し たい 考え ます ,29 29 4 29 29 4 29 4 29 23 13 4 29 13 29 4 4 4 29 28 23 10 29 17 29 29 5 29 3 23 13 23 29 35 29 5 29 29 17 15 29 4 29 29 23 10 29 29 4 29 29 28 4 29 29 29 29 29 29 29 28 29 23 29 29 29 35 29 4 29 29 10 15 29 35 29 29 29 29 29 23 29 29 4 29 24 4 29 29 29 29 5 29 29 29 29 15 29 29 29 29 29 29 15 4 10 12 29 29 29 29 13 29 29 29 29 29 29 29 4 29 29 29 23 29 29 4 29 23 17 4 29 29 15 29 29 29 29 29
地域 医療 体制 建て直し こども 産み 育て 年寄り 安心 暮らせる 邑楽 地域 医療 充実 取り組み ます 健康 安心 暮らせる まち 子育て 環境 整っ まち 働き やすく 活気 ある まち 地域 医療 体制 充実 群馬 地域 医療 計画 充実 医師 とくに 産科 小児科 招へい ,29 29 29 43 16 29 29 31 29 29 0 29 43 29 29 29 29 29 29 29 29 29 35 29 29 13 29 29 29 29 43 29 29 49 29 29 29 29 43 16 19 43 31
生駒 市長 として 年間 市民 負託 応える べく 誠心 誠意 仕事 まし その 結果 人口 過去 年間 県内 最高 増え まし 住み ランキング 評価 急上昇 財政 大きく 改善 まし 生駒 市長 として 奈良 取組 とき 困難 状況 ある せよ ジリ貧 状況 改善 でき ない 思い まし 古き 良き 日本 ふるさと 守り その 素晴らし 世界 向け アピール ます 奈良 子育て よかっ そう 思える 環境 つくり ます あらゆる ムダ 徹底的 見直し 透明 高い 県政 目指し ます 少子 高齢 進む 日本 奈良 例外 あり ませ 奈良 人口 過去 年間 減少 まし この間 高齢 から 高まっ ます 県内 生産 名目 過去 年間 4500 減少 まし 奈良 ジリ貧 言っ よい でしょ もう 奈良 孤立 ない 関西 広域 連合 加入 奈良 における 広域 行政 について 関西 奈良 だけ 参加 ない 関西 広域 連合 参加 県民 安心 暮らし 条件 考え ます 救急 医療 連携 平成 年度 から 始まり ます ドクター ヘリ 共同 運用 から 奈良 外れ しまい ます 若草山 ハード いら ない モノレール 事業 見直し 若草山 モノレール 管理 道路 活用 バス 必要 あり ませ また 平城 立派 資料 復元 建造 既に ある なか 新た 造る 計画 複数 ハコ モノ 本当に 必要 でしょ 古き 良き ふるさと 活性 南部 東部 振興 高級 ホテル 喧騒 都会 泊まる より より 日本 感じ られる という 意見 奈良 にとって 最も 得意 国内外 アピール できる 魅力 感じ まし 広大 森林 活かし 農林 大きな 活性 キーワード です 高く 売れる 農林 目指し 取組む 必要 あり ます ,19 19 29 29 29 19 19 19 19 19 29 29 29 29 29 19 19 19 19 29 29 29 19 19 19 29 12 29 29 19 19 29 19 33 36 29 29 29 19 19 29 29 19 29 29 29 19 19 19 19 33 29 19 19 29 19 29 19 29 19 29 19 29 29 29 19 19 19 19 19 29 33 29 29 29 29 29 29 19 19 29 29 19 19 19 19 29 29 19 29 29 19 29 33 19 12 19 19 19 29 29 19 19 19 29 19 33 19 19 29 19 19 19 19 19 19 19 29 29 19 19 29 19 29 19 19 19 19 19 29 29 19 29 29 19 29 29 19 33 29 33 29 19 19 19 19 29 19 19 19 29 19 19 19 29 19 29 12 19 19 19 11 29 19 29 29 29 29 19 19 19 19 19 19 29 29 33 33 19 19 19 19 33 29 19 19 19 19 29 19 19 33 19 19 19 19 19 29 29 19 29 29 29 29 19 19 29 19 19 19 29 29 29 29 19 19 29 19 29 19 19 29 19 19 19 29 4 29 29 29
仕事 責任 持っ 最後 まで やりとげ なけれ なり ませ 信念 持っ 始め 仕事 中途 投げ出す こと 考え られ ませ 奈良 もっと 良く たい 変わら 強い 思い 県民 皆さん とともに 全力 尽くし いき ます 愚直 最後 まで いま こそ より 良い 奈良 確実 奈良 独自 地方 目指し ます 地方 実現 向け 施策 推進 動き うまく マッチング せる ため 奈良 地方 本部 立ち 上げ まし 分野 政策 課題 議論 さらに 深め 市町村 緊密 連携 図り 全体 として 施策 成果 最大限 発揮 れる よう 努め 本県 独自 地方 目指し ます 奈良 経済 ますます 元気 しよ 安心 安全 暮らし いっそう 広げよ さらに 健やか 暮らせる 奈良 つくろ 南部 東部 もっと 発展 いこ これら 県民 皆様 切実 願い こもっ 確信 ます ずっと 住ん いる あらた 住み はじめ 大事 大事 奈良 県民 です 産業 構造 改革 経済 循環 せる 産業 政策 推進 奈和 自動車 御所 インターチェンジ 周辺 産業 用地 造成 ます 奈和 自動車 及び 西名阪自動車道 周辺 地域 における 工業 ゾーン 予定 調査 抽出 ます リーディング 分野 チャレンジ 分野 産業 分野 産業 興し 推進 ます ほか 地域 働く づくり 地域 人材 確保 就業 支援 首都 大学生 に対して ターン による 県内 企業 就職 支援 ます 精神 障害 発達 障害 就労 支援 体制 構築 ます ビジネス プラン コンテスト 開催 起業 支援 ます ほか 観光 振興 県内 宿泊 増加 春日大社 十次式年造替 奈良 観光 キャンペーン 展開 ます また 交通 メディア 活用 観光 情報 発信 など 首都 効果 観光 プロモーション 実施 ます 日本書紀 中心 記紀 万葉 プロジェクト 推進 ます ほか ,29 9 29 33 33 3 29 29 4 3 33 4 33 4 19 29 29 29 33 19 29 4 29 14 29 14 33 33 4 33 3 29 29 19 33 29 4 29 29 33 19 3 19 19 29 29 29 33 29 29 29 33 29 3 29 29 29 19 29 33 4 4 29 3 29 4 19 29 33 33 3 29 29 29 29 29 33 3 33 29 29 33 14 19 19 29 29 19 29 19 38 33 29 13 33 33 3 29 4 29 19 3 29 19 29 33 19 33 33 3 4 3 33 33 29 19 33 29 9 29 29 33 33 19 33 29 33 4 29 29 19 29 33 4 29 4 19 4 33 3 33 38 33 29 4 19 33 19 33 29 4 33 19 3 13 19 29 19 4 3 4 33 3 33 29 29 29 33 29 29 29 29 33 29 33 29 19 33 33 19 33 33 29 43 29 29 4 19 29 29 4 29 29 29 29 4 4 3 19 33 29 29 33 14 33 19 19 29 4 3 19 29 14 33 29 29 29 29 33 33 33 29 29 19 14 33 3 29 29 19 29 4 33 43 33 29 33
わたし 政治 として あり ます それ この 大分 幸福 日本一 まち する こと です わたし 皆さん 対話 大切 ながら みんな 問題 見つけ 知恵 出し合い 解決 向け 行動 する 県民 全体 原動力 県政 進め いき たい 考え ます わたし 考える 幸福 日本一 まち 温かく 幸せ くれる 子ども たち 笑い声 いつ でも いつ まで あふれ いる まち 小さな 子ども たち から おじいちゃん ばあちゃん まで 地域 みんな それぞれ 役割 受け持ち 生きる 喜び 実感 ながら 将来 希望 をもって 安心 暮らす こと できる まち です 大分 それぞれ 地域 受け継が 貴重 歴史 文化 伝統 あり それ 築い られ 尊い 郷土 先人 たち です 時代 担う 子ども たち 教育 もちろん 生きる わたし たち 一人ひとり 郷土 熱い 思い 共有 まち づくり 参加 する こと 未来 輝く 大分 つくる なり ます 高齢 安心 暮らせる まち づくり 一人ひとり いのち 尊厳 大切 生きがい 持ち 安心 幸せ 暮らせる こと より 優先 れる べき もの 考え ます 全て 県民 どこ 住ん 必要 サービス 適切 受け られる よう 保健 福祉 医療 介護 充実 図り ます 女性 安心 子ども 未来 守る 県政 女性 子ども 弱者 視線 まち づくり )】 県民 一人ひとり しあわせ づくり ため 不安 安心 家族 みんな 明るい 笑顔 はじける 大分 実現 ます 女性 安心 子ども 産み 育てる こと できる 社会 こそ 何より ふるさと 安心 です 若者 挑戦 できる 地域 産業 づくり 地域 経済 活気 若者 元気 です 地域 産業 後継 確保 新しい 働き 場所 誘致 起業 支援 など ふるさと 愛する 若者 もっ 挑戦 できる 職場 拡大 いき ます 県下 市町村 特性 活かし わが まち ブランド 産業 つくり 日本 全国 そして 世界 向け 発信 ます ,33 29 29 29 29 29 29 33 33 33 29 29 29 29 33 33 12 29 29 15 29 0 12 12 29 29 33 29 33 29 29 33 29 29 29 29 15 33 0 33 33 29 33 12 29 29 29 1 29 29 29 33 33 29 29 12 29 29 29 12 12 29 29 36 29 29 28 40 33 33 29 29 33 33 29 29 29 29 29 29 0 33 29 33 12 29 29 12 29 29 40 29 33 29 33 15 29 29 29 29 29 29 29 40 33 29 29 45 33 29 33 29 29 29 29 29 33 12 33 29 29 29 29 29 29 29 29 29 0 33 29 29 15 29 12 29 29 29 11 29 33 29 29 29 12 33 29 29 29 29 33 29 29 29 11 29 29 29 29 29 29 33 29 29 29 28 33 29 29 29 33 29 29 12 33 29 33 29 29 33 29 29 29 17 12 12 33 29 29 29 29 29 29 29 36 29 29 15 33 33 29 29 29 33 29 29 33 29 29 29 0 29 29 29 29 33 40 28 29 12 11 33 33 29 29 33 39 29 29 36 29 29 29 29 29 33 33 15 29 28 29 29 33 29 29 12 29 33 29 29 29
これ まで 県民 中心 県政 基本 姿勢 として 県政 全力 あげ まし 県内 地域 伺い 様々 活動 現場 訪ね 県民 考え 期待 時には 叱り いただき ながら それ 行政 反映 まいり まし 目指す 安心 活力 発展 大分 づくり です 安心 豊か 暮らす こと できる 大分 知恵 出し 努力 すれ 報わ れる 活力 ある 大分 未来 向け 布石 打っ さらに 発展 する 大分 つくる こと です あたかも において 人口 減少 社会 に対して 地方 活力 維持 発展 せる ため 東京 集中 是正 地方 育て 呼び 仕事 つくり まち 活性 する まち ひと ごと 重要 課題 として 取組 始まり まし これ ども 進め 安心 活力 発展 まさに 軌を一に する もの です 大事 育てる 子育て 満足 日本一 実現 子ども 生み 育て やすい 環境 づくり 推進 ます 高齢 元気 づくり 応援 地域 包括 ケア システム 構築 ます 地域 安心 暮らせる よう 支援 充実 就労 促進 ます 女性 十分 発揮 れる よう 活躍 支援 ます ほか 仕事 つくり 仕事 呼ぶ 農林 水産 構造 改革 商工 連携 による 食品 加工 産業 振興 図り ます 生産 から 販売 まで きめ細か 支援 により 中小 企業 小規模 企業 振興 ます 商業 サービス 産業 振興 観光 ツーリズム 展開 推進 ます 新しい 仕事 づくり 向け 創業 起業 支援 強化 ます ほか 地域 守り 地域 活性 する 小規模 集落 対策 推進 ます また 集落 機能 広域 補い合う ネットワーク コミュニティ 取組 進め ます 観光 による 誘客 芸術 文化 振興 スポーツ イベント など 新た 発想 地域 活性 図り ます 豊か 自然 環境 環境 守り 未来 継承 ます ほか ,12 33 33 29 33 29 14 29 33 33 47 29 33 29 49 14 29 29 47 33 29 33 33 29 33 29 29 29 47 47 29 33 29 29 33 33 29 29 29 29 49 29 29 33 33 33 33 47 29 29 29 29 33 33 29 33 33 29 33 33 33 33 29 29 49 33 29 29 29 29 29 29 39 33 29 29 29 24 33 33 29 47 33 29 29 29 29 29 33 29 29 29 29 33 33 29 29 33 29 29 29 33 33 47 29 29 29 33 33 29 33 33 29 29 29 29 29 29 33 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 33 33 29 33 14 33 29 29 33 29 29 33 33 47 29 33 33 33 45 29 33 29 29 33 45 33 33 29 29 33 29 14 33 33 29 29 33 29 33 29 33 29 33 33 33 33 29 14 29 29 29 29 29 29 29 33 33 29 29 29 33 29 33 29 29 29 33 33 29 29 29 29 33 29 39 49 33 29 33 29 29 29 29 4 33 29 33 29 29 29 33 33 29 29 29 29 29 29 29 29 33 33 33 29 33
北海道 大好き です 変えよ 変わろ 北海道 銘じ 北海道 問題 正面 から 取り組ん まし 道民 幸せ たい 一心 リーダー なる 決意 より 早く いただき まし この 難局 のりきる ため 政局 翻弄 れる こと なく 道民 一致 団結 取り組む 必要 ある 思っ から です 北海道 デザイン 北海道 頑丈 お願い する じゃ ない お願い れる 北海道 なる かせぐ 利益 あげる 北海道 つなげる 希望 持てる 北海道 たちあがる 独自 システム 持っ 北海道 北海道 抱える 課題 山積み です 人口 減少 少子 高齢 経済 疲弊 道民 所得 レベル 雇用 停滞 産業 衰退 原発 稼働 問題 医師 不足 による 地域 医療 格差 行財政 改革 など あげる きり あり ませ この 年間 みなさん 生活 豊か なっ でしょ 毎日 ワクワク 希望 もっ 暮らし いる でしょ 一策 目標 高く めざせ 道内 生産 めざし ます 北海道 国土 分の 占め ます 資源 恵まれ 産物 トップクラス のに かかわら 道民 所得 全国 最低 レベル です 基幹 産業 産業 です ある 生み出す 産業 発展 する こと により 道内 生産 道民 所得 向上 ます ごと つくる 雇用 生まれる 構想 中小 企業 振興 人口 減少 歯止め かけ ます 北海道 における 中小 企業 総務 調査 よる です 中小 企業 元気 なり 若い 希望 もっ 働く こと できる 産業 育てる こと 人口 減少 歯止め かけ ます 中小 企業 考え 施策 実行 ます 地域 医療 守る 医療 産業 都市 構想 地域 包括 ケア システム 構築 取り組み ます 高齢 社会 対応 地域 医療 守る こと 必要 不可欠 です 地域 医療 守る ため より ある 医師 確保 重要 です 北海道 国際 医療 産業 複合 都市 建設 北海道 医療 福祉 関わる 優秀 集め ます ,43 43 29 43 21 43 21 43 29 43 29 29 29 43 43 29 43 43 29 29 29 43 43 29 43 29 33 29 3 43 29 29 29 43 43 43 29 29 29 29 29 29 43 43 43 43 29 29 43 29 43 29 43 29 43 29 43 43 43 43 22 43 43 43 29 43 43 43 43 29 43 29 43 43 43 29 29 29 43 43 43 43 43 43 43 33 29 29 43 43 29 29 43 43 43 21 29 43 43 29 29 29 29 42 29 29 29 43 43 21 43 43 29 29 43 40 29 43 43 43 43 29 29 43 43 43 43 43 29 43 43 21 43 43 43 43 43 43 43 29 43 43 43 29 29 43 43 43 29 29 29 43 43 43 43 29 29 29 29 43 43 43 43 29 33 43 43 43 29 29 43 29 43 29 43 43 26 29 43 29 29 29 29 43 43 29 29 29 43 29 29 43 43 43 29 29 43 29 29 43 29 29 29 29 43 43 43 29 43 29 29 29 29 29 29 29 29 29 29 29 29 43 29 29 43 29 29 43 43 29 29 29 43 29 29 29 43 29 29 43 43 29 21 43 43 29 43 43 43 29
北海道 発展 ため 自身 新しい 発想 まで 以上 大胆 行動 する こと です あらゆる 情報 技術 政策 総動員 世界 変化 時代 潮流 しっかり 捉え 独自 地方 成し遂げる ため 地域 ネットワーク 結集 たち ふるさと 北海道 新た ステージ 切り 拓い まいり ます 目指す ほっ かい どう 未来 アジア 先進 拠点 憧れ として 光り輝く 北海道 世代 から 世代 安心 つながる 北海道 子ども たち 健やか 伸びゆく 笑顔 広がる 北海道 ここ 住み 続け られる 循環 持続 北海道 災害 強い 社会 基盤 整っ 強靱 北海道 少子 高齢 厳しい 経済 雇用 など 地域 皆さま 切実 思い 悩み 実情 しっかり 受け止め 豊か ふるさと 北海道 世代 引き継い いく 人口 減少 危機 突破 という 待った なし 戦い 真正面 から 挑み 地方 しっかり 守り ます 世界 はばたく 産業 創造 プログラム 】㈰ 動産 食品 輸出 1000 プロジェクト 推進 外国 観光 プロジェクト 展開 新幹線 時代 幕開け 開業 効果 最大 北海道 土台 先進 農林 水産 確立 経済 雇用 支える 地域 産業 底上げ ほっ かい どう ブランド プロジェクト 推進 ほか 住み 続け られる 安心 社会 プログラム 】㈰ 安心 実感 医療 先進地 北海道 づくり 生涯 ずっと 安心 ユニバーサル 北海道 づくり 子ども 生み 育て やすい 環境 づくり 若者 たち 幸せ 暮らせる 北海道 づくり 健康 長寿 社会 づくり ずっと 住ま いる 北海道 づくり 未来 託す グローバル 育成 プログラム 】㈰ 世界 活躍 する 育成 北海道 未来 切り 拓く 教育 充実 女性 輝く 社会 づくり 世界 飛躍 する スポーツ 王国 北海道 実現 ,43 33 29 29 29 33 33 33 33 36 29 29 29 43 33 43 4 36 43 43 29 33 43 43 43 29 43 29 29 33 14 29 43 43 33 33 25 43 43 29 29 43 43 43 33 36 43 4 14 29 43 43 29 29 29 29 29 43 29 29 29 43 12 33 43 33 29 29 29 19 29 43 29 29 29 29 43 43 43 43 29 14 29 43 29 29 43 4 29 33 43 43 43 29 43 43 29 43 29 43 43 33 29 29 43 33 43 43 29 33 29 43 33 29 33 43 43 12 43 43 33 33 33 43 43 29 14 14 43 33 29 29 4 29 14 43 43 43 14 33 33 29 29 43 29 29 43 43 43 43 43 43 43 29 33 29 43 29 29 29 43 43 29 33 29 43 43 29 43 12 29 43 43 29 29 29 29 33 29 29 29 29 43 29 43 29 29 19 29 29 33 43 29 43 29 33 29 43 43 43 43 33 33 29 43 43 29 43 14 29 29 29 43 29 29 43 43 29 29 43 43 29
日本航空 年間 勤務 する 数々 不合理 規制 裁量 行政 に対して 疑問 感じ まし 規制 改革 進め なけれ 日本 競争 失っ いく という 思い 自ら 知識 経験 行財政 改革 行政 サービス 向上 役立て いき たい という 思い 強く なり 政治 志し まし 実現 たい ３つ かわさ 子ども たち ツケ 回さ ない かわさ 暮らし やすい 住み 続け たい 思う かわさ 頑張る 報わ れる かわさ 公営 企業 出資 法人 財政 改革 扶助 適正 による 行財政 改革 進め ます 歩行 自転車 やさしい づくり 推進 南武線 立体 交差 事業 スピードアップ 図り ます 働く お母さん 中学校 完全 給食 応援 公務員 制度 改革 元気 する 介護 成果 報酬 付与 を通じて 頑張る 報わ れる 仕組み 整え ます 基金 から 借り入れ 頼ら ない 行財政 改革 断行 ます 公営 企業 出資 法人 財政 改革 子育て 世代 重点 配分 生活 保護 脱出 支援 により 扶助 適正 図っ いき ます 駐輪場 拡充 自転車 整備 歩道橋 自転車 スロープ 設置 により 歩行 自転車 やさしい づくり 進め ます 南武線 立体 交差 事業 一層 スピードアップ 図り ます 再生 可能 エネルギー 最先端 都市 ある 川崎 から 電力 自由 地産 一層 推進 ます 子育て ながら 働く お母さん たち 栄養 バランス アレルギー 対策 配慮 地産 重視 中学校 給食 実現 応援 ます 介護 改善 する 取り組み 行う 事業 より インセンティブ られる 介護 保険 制度 導入 公務員 成果 能力 導入 教育 習熟 授業 推進 により 頑張る 応援 ます ,29 29 14 29 29 21 29 21 29 29 21 29 29 29 21 29 29 29 21 49 29 29 29 29 21 29 21 21 29 29 29 21 29 29 29 29 21 29 29 29 29 29 29 21 21 29 29 21 21 29 21 29 29 29 29 29 29 21 21 21 29 21 21 29 21 21 29 21 21 21 29 21 21 29 29 21 21 21 29 29 21 21 21 29 21 29 29 29 21 21 21 21 21 21 29 21 29 29 29 21 29 21 29 21 29 29 29 21 29 49 29 21 29 29 21 21 21 29 21 29 21 21 29 21 29 29 21 29 29 21 49 29 29 21 21 21 29 29 21 29 21 29 21 21 21 21 29 21 21 21 29 29 29 21 21 21 29 21 21 29 29 29 29 21 21 29 29 49 29 21 30 21 21 29 29 29 29 29 21 29 15 21 21 29 49 21 21 21 9 29 21 29 29 21 29 29 21 29 29 21 29 29 21 29 29 21 21 29 29 29 21 21 21 29 21 21 29
